id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1503,4.14,1.92,13463,13935,473,Car,1,410.35,21.30,22.49,21.74,26.55,1.23,23.53,0
1504,5.05,1.92,13475,13790,316,Car,2,400.61,30.92,32.36,31.81,9.24,0.30,5.62,1
1505,4.04,1.92,13492,13917,426,Car,1,410.27,22.60,26.64,24.14,34.17,1.36,50.48,0
1506,4.95,1.82,13503,13826,324,Car,2,408.00,31.28,32.08,31.59,29.78,0.95,24.12,0
1507,5.46,2.22,13520,13968,449,Car,1,408.61,21.81,23.67,22.81,39.55,1.74,41.89,0
1508,4.24,1.82,13535,13997,463,Car,1,409.24,21.69,22.87,22.15,52.82,2.35,58.48,0
1509,5.26,1.92,13540,13972,433,Car,1,408.82,22.68,25.94,23.67,37.69,1.61,305.14,0
1510,4.45,1.82,13563,13999,437,Car,1,409.32,22.66,24.01,23.48,23.58,1.03,20.56,0
1511,4.55,1.92,13563,14033,471,Car,1,409.92,21.48,22.63,21.81,20.38,0.92,243.80,0
1512,4.85,1.92,13569,14001,433,Car,1,408.67,21.88,25.85,23.66,21.34,0.91,36.51,0
1513,5.05,2.02,13577,13820,244,Car,2,399.82,37.90,42.16,41.17,41.77,1.06,4.89,0
1514,4.75,1.92,13587,13901,315,Car,2,410.23,30.73,34.15,32.68,96.02,2.84,57.50,0
1515,3.44,1.72,13595,14030,436,Car,1,403.75,21.33,24.97,23.21,20.22,0.94,36.47,0
1516,5.05,1.92,13602,13868,267,Car,2,407.46,37.02,38.94,38.31,35.15,0.95,100.78,0
1517,4.95,1.82,13605,14062,458,Car,1,408.02,21.96,22.80,22.33,20.70,0.94,22.14,0
1518,3.74,1.72,13615,13930,316,Car,2,409.29,30.82,34.23,32.50,29.43,0.95,-1.00,0
1519,3.64,1.82,13620,14052,433,Car,1,408.38,23.24,24.41,23.64,45.61,1.95,48.66,0
1520,5.46,2.02,13626,13899,274,Car,2,408.88,36.33,39.57,37.48,32.23,0.88,46.47,0
1521,5.05,2.02,13627,14083,457,Car,1,408.76,21.96,23.17,22.42,13.53,0.61,16.91,0
1522,4.65,1.82,13664,13937,274,Car,2,408.80,35.73,38.72,37.46,49.18,1.35,352.73,0
1523,4.65,2.02,13671,14118,448,Car,1,409.17,22.54,23.47,22.89,28.03,1.20,29.03,0
1524,4.65,1.82,13674,14073,400,Car,1,374.24,22.15,24.71,23.45,26.83,1.14,25.89,0
1525,4.95,2.02,13681,14113,433,Car,1,409.11,21.33,24.85,23.68,32.41,1.33,19.97,0
1526,4.14,1.92,13703,14148,446,Car,1,409.25,21.51,23.93,23.00,23.76,1.00,25.67,0
1527,4.24,1.82,13720,14144,425,Car,1,409.34,20.75,27.82,24.15,9.34,0.38,8.34,1
1528,4.04,1.92,13739,14166,428,Car,1,408.52,20.78,25.91,23.93,46.53,1.96,20.31,0
1529,4.45,1.92,13744,14175,432,Car,1,401.57,20.34,27.34,23.30,15.55,0.76,9.07,0
1530,19.30,2.50,13755,14215,461,Truck,1,406.08,21.36,22.44,22.07,19.77,0.88,-1.00,0
1531,4.65,1.92,13758,14185,428,Car,1,408.29,20.82,26.17,23.91,11.22,0.53,19.18,0
1532,3.94,1.72,13768,14210,443,Car,1,409.08,20.78,27.65,23.15,12.44,0.58,7.82,0
1533,4.55,1.92,13770,14069,300,Car,2,409.96,33.40,35.52,34.30,15.44,0.45,214.71,0
1534,4.55,1.82,13773,14044,272,Car,2,407.79,36.48,38.89,37.64,151.56,4.15,-1.00,1
1535,4.95,2.02,13791,14211,421,Car,1,408.69,21.04,26.94,24.34,21.55,0.83,25.51,0
1536,4.75,1.72,13794,14067,274,Car,2,411.21,36.92,39.12,37.68,28.53,0.77,98.56,0
1537,13.14,2.50,13804,14224,421,Truck,2,408.97,23.51,25.18,24.35,298.62,12.53,319.40,0
1538,5.05,2.12,13818,14242,425,Car,1,409.28,20.24,27.69,24.14,17.74,0.87,200.37,0
1539,5.05,2.02,13818,14253,436,Car,1,410.21,22.13,26.09,23.58,8.16,0.31,23.79,0
1540,4.04,1.72,13826,14219,394,Car,2,410.30,24.75,27.54,26.11,70.40,2.84,-1.00,0
1541,4.65,1.82,13832,14233,402,Car,1,401.77,24.37,26.60,25.06,23.24,0.89,5.94,1
1542,4.55,1.82,13853,14142,290,Car,2,409.95,33.44,37.12,35.48,81.07,2.42,-1.00,0
1543,5.05,2.12,13853,14273,421,Car,1,409.45,23.07,26.30,24.38,15.22,0.62,11.02,0
1544,4.14,1.92,13859,14300,442,Car,1,408.41,20.14,26.80,23.16,28.67,1.42,-1.00,0
1545,4.35,1.82,13864,14262,399,Car,2,411.52,25.36,26.15,25.86,34.09,1.33,79.39,0
1546,4.65,1.92,13884,14275,392,Car,2,409.52,25.74,26.67,26.19,10.07,0.38,15.28,0
1547,4.95,1.92,13884,14328,445,Car,1,411.11,19.54,26.78,23.16,18.38,0.85,49.12,0
1548,4.65,1.82,13885,14190,306,Car,2,402.89,31.89,34.16,33.04,38.75,1.21,-1.00,0
1549,4.14,1.92,13900,14328,429,Car,1,408.63,22.98,25.87,23.88,40.78,1.76,-1.00,0
1550,4.55,1.82,13910,14225,316,Car,2,410.22,31.00,34.77,32.58,27.20,0.87,-1.00,0
1551,7.18,2.02,13930,14316,387,Car,2,411.17,25.31,27.78,26.64,37.21,1.35,40.47,0
1552,4.24,1.92,13930,14369,440,Car,1,409.85,20.37,26.56,23.35,32.00,1.50,262.36,0
1553,4.45,1.82,13932,14249,318,Car,2,410.82,30.67,34.46,32.41,22.40,0.73,492.12,0
1554,3.74,1.72,13945,14268,324,Car,2,412.35,30.64,34.16,31.93,12.00,0.39,2.28,1
1555,16.78,2.50,13950,14393,444,Truck,1,408.25,22.67,23.67,23.05,101.95,4.30,144.17,0
1556,4.75,1.92,13954,14387,434,Car,1,409.26,22.71,24.66,23.64,45.45,1.90,101.84,0
1557,3.64,1.82,13971,14417,447,Car,1,409.95,22.26,23.97,22.99,16.68,0.71,44.96,0
1558,3.94,1.72,13973,14325,353,Car,2,411.38,27.86,29.74,29.23,27.76,0.94,9.44,1
1559,6.16,2.22,13992,14418,427,Car,1,410.25,18.15,27.45,24.09,44.86,1.72,30.29,0
1560,4.35,1.82,13994,14345,352,Car,2,411.04,28.25,29.86,29.29,19.00,0.67,13.89,0
1561,11.22,2.73,13999,14470,472,Car,2,412.11,21.23,22.52,21.88,46.73,2.17,-1.00,0
1562,4.65,1.82,14006,14429,424,Car,1,411.43,21.49,26.63,24.33,38.16,1.48,30.22,0
1563,4.75,1.82,14013,14460,448,Car,1,409.93,22.68,23.23,22.94,34.73,1.50,38.46,0
1564,4.55,1.82,14019,14331,313,Car,2,412.40,32.35,34.24,33.06,80.38,2.39,43.44,0
1565,4.45,1.92,14020,14449,430,Car,1,410.11,17.93,27.88,23.91,16.40,0.91,-1.00,0
1566,4.14,1.82,14033,14449,417,Car,1,410.77,23.59,25.93,24.69,5.12,0.20,2.27,1
1567,4.14,1.62,14045,14374,330,Car,2,411.53,30.75,31.63,31.29,32.22,1.02,16.18,0
1568,5.76,1.92,14052,14357,306,Car,2,411.32,33.43,33.97,33.72,28.44,0.84,22.45,0
1569,14.55,2.50,14063,14478,416,Truck,1,389.72,23.03,24.06,23.48,11.83,0.49,29.89,0
1570,12.53,2.50,14074,14499,426,Truck,2,407.59,23.32,24.67,23.98,17.82,0.72,8.44,0
1571,4.55,1.82,14077,14525,449,Car,1,402.76,21.80,23.28,22.48,13.91,0.61,-1.00,1
1572,4.75,1.82,14086,14384,299,Car,2,410.51,34.05,34.60,34.46,33.58,0.97,38.73,0
1573,4.24,1.92,14112,14493,382,Car,1,375.91,19.90,27.92,24.66,33.30,1.57,40.11,0
1574,5.05,2.12,14115,14544,430,Car,1,410.93,17.49,29.41,23.96,32.39,1.84,79.56,0
1575,4.45,1.72,14133,14517,385,Car,1,410.08,25.43,27.39,26.71,43.58,1.69,15.00,0
1576,4.95,1.92,14145,14595,451,Car,1,410.79,18.43,27.93,22.83,16.16,0.87,60.10,0
1577,4.35,1.92,14164,14589,426,Car,1,409.92,23.51,25.94,24.12,27.05,1.14,-1.00,0
1578,17.58,2.50,14168,14634,467,Truck,1,407.06,21.65,22.23,21.85,64.80,2.91,-1.00,0
1579,4.75,1.92,14176,14629,454,Car,1,410.55,18.85,27.64,22.66,16.89,0.76,44.91,0
1580,4.75,1.92,14200,14525,326,Car,2,411.05,30.56,32.91,31.64,9.36,0.29,4611.97,0
1581,6.16,2.22,14202,14503,302,Car,2,410.80,33.37,35.24,34.14,152.92,4.58,70.11,1
1582,4.75,1.92,14206,14661,456,Car,1,411.02,19.72,26.98,22.59,16.75,0.77,64.21,0
1583,4.45,1.82,14229,14524,296,Car,2,410.67,32.83,37.69,34.82,32.13,0.98,90.42,0
1584,5.26,2.02,14237,14694,458,Car,1,410.83,18.83,26.55,22.48,19.83,1.05,68.58,0
1585,5.86,2.22,14238,14659,422,Car,1,409.65,24.06,24.60,24.33,58.93,2.41,64.08,0
1586,4.85,1.92,14267,14692,426,Car,1,410.31,19.25,28.11,24.15,7.85,0.28,2.10,1
1587,5.05,1.92,14280,14557,278,Car,2,404.31,35.78,37.04,36.51,49.26,1.36,13.63,0
1588,4.35,1.82,14303,14745,443,Car,1,410.41,22.82,23.99,23.22,21.06,0.92,-1.00,0
1589,4.35,1.92,14304,14748,445,Car,1,410.69,19.97,26.66,23.13,24.46,1.21,90.70,0
1590,8.39,2.50,14320,14745,426,Truck,1,407.42,23.39,24.50,23.97,95.55,4.02,44.53,0
1591,4.45,1.82,14335,14764,430,Car,1,403.14,19.52,28.87,23.50,17.77,0.72,8.17,0
1592,3.23,1.92,14340,14707,368,Car,2,410.71,27.05,29.49,27.99,233.18,8.45,79.70,0
1593,4.45,1.72,14345,14653,309,Car,2,410.99,32.19,34.72,33.38,149.54,4.64,-1.00,0
1594,4.75,1.92,14353,14689,337,Car,2,412.05,30.37,31.12,30.68,103.11,3.36,-1.00,0
1595,4.45,1.82,14356,14790,435,Car,1,408.33,23.15,24.05,23.53,31.08,1.30,-1.00,0
1596,4.65,1.82,14372,14684,313,Car,2,412.37,32.26,34.07,33.06,30.06,0.93,-1.00,0
1597,3.94,1.82,14380,14795,416,Car,1,410.40,24.30,25.53,24.74,46.92,1.88,30.89,0
1598,4.75,2.02,14394,14843,450,Car,1,409.78,19.15,28.42,22.83,42.22,2.09,53.45,0
1599,3.44,1.72,14400,14724,325,Car,2,409.33,30.19,32.48,31.60,42.98,1.32,20.35,0
1600,15.77,2.50,14418,14857,440,Truck,1,407.11,22.89,23.69,23.19,43.38,1.84,618.85,0
1601,4.75,1.92,14436,14745,310,Car,2,411.50,32.73,34.38,33.31,77.63,2.33,296.76,0
1602,5.05,2.02,14442,14901,460,Car,1,410.59,19.90,27.24,22.37,25.49,1.26,12.27,0
1603,16.27,2.50,14448,14889,442,Truck,2,410.43,22.95,24.26,23.28,99.63,4.32,-1.00,0
1604,7.63,2.83,14466,14865,400,Car,1,409.34,24.30,26.62,25.66,8.03,0.30,43.89,0
1605,4.95,1.92,14481,14809,329,Car,2,412.27,30.26,32.70,31.43,95.22,3.14,-1.00,0
1606,7.18,2.12,14495,14919,425,Car,2,410.63,23.60,24.98,24.22,24.26,0.97,23.63,0
1607,4.95,2.12,14498,14934,437,Car,1,409.97,21.77,25.90,23.52,15.20,0.66,13.04,1
1608,4.04,1.82,14504,14894,391,Car,1,410.62,25.78,26.70,26.33,25.33,0.95,17.96,0
1609,4.85,1.92,14507,14820,314,Car,1,402.04,29.85,34.39,32.13,8.74,0.26,0.85,1
1610,4.24,1.92,14517,14879,363,Car,2,411.43,26.09,31.72,28.42,38.69,1.48,-1.00,0
1611,5.15,2.12,14537,14942,406,Car,1,410.11,24.48,26.89,25.33,17.06,0.69,7.38,0
1612,4.35,1.82,14541,14914,374,Car,2,410.17,25.97,30.06,27.50,19.25,0.72,26.47,0
1613,4.95,1.92,14543,14880,338,Car,2,411.13,29.30,32.43,30.51,135.51,4.62,-1.00,0
1614,16.78,2.50,14552,14964,413,Truck,1,406.01,23.86,25.24,24.65,38.32,1.52,53.38,0
1615,4.95,1.92,14558,14955,398,Car,1,410.42,25.20,26.65,25.86,15.11,0.57,8.57,1
1616,4.35,1.82,14569,14907,339,Car,2,411.45,29.90,31.78,30.45,24.02,0.80,41.59,0
1617,3.74,1.72,14581,14976,396,Car,2,410.43,24.74,27.77,25.99,37.71,1.35,18.56,1
1618,4.45,1.92,14586,14987,402,Car,1,410.09,24.63,27.00,25.58,24.84,0.93,51.76,0
1619,4.65,1.82,14588,14963,376,Car,1,409.68,26.26,28.16,27.33,19.36,0.69,9.85,0
1620,4.75,1.82,14598,14948,351,Car,2,411.55,27.59,30.47,29.41,14.78,0.53,16.40,0
1621,4.24,1.82,14603,14938,336,Car,2,410.89,29.63,31.85,30.68,35.19,1.14,43.01,0
1622,5.15,2.02,14614,15013,400,Car,1,410.86,25.52,26.16,25.75,21.13,0.81,24.75,0
1623,4.75,1.92,14621,14998,378,Car,1,409.15,26.03,28.22,27.15,27.73,1.04,52.47,0
1624,4.35,1.82,14625,14976,352,Car,2,410.76,27.53,31.64,29.27,24.98,0.90,41.46,0
1625,5.05,2.02,14637,15016,380,Car,1,410.86,26.17,27.61,27.11,11.89,0.44,7.74,1
1626,4.24,1.82,14650,15037,388,Car,1,410.45,24.76,27.11,26.52,12.93,0.48,-1.00,0
1627,3.64,1.72,14659,15000,342,Car,2,404.53,27.59,31.32,29.67,31.72,1.03,94.79,0
1628,7.38,2.12,14664,14982,319,Car,2,409.47,31.38,33.45,32.21,50.06,1.51,37.25,0
1629,4.65,1.92,14664,15059,396,Car,1,410.33,25.72,26.27,25.98,91.79,3.53,43.64,0
1630,4.75,1.82,14678,15026,349,Car,2,410.42,27.85,31.90,29.50,12.83,0.44,7.66,0
1631,5.15,1.92,14683,15002,320,Car,2,411.35,31.51,33.20,32.25,21.39,0.65,93.12,0
1632,5.15,2.02,14695,15067,373,Car,1,410.24,26.51,28.34,27.58,27.12,1.01,22.48,0
1633,11.22,2.50,14695,15103,409,Truck,2,408.75,24.46,25.79,25.06,112.83,4.61,733.17,0
1634,4.24,1.82,14711,15058,348,Car,2,410.45,28.80,30.79,29.58,29.83,1.01,30.66,0
1635,16.67,2.50,14712,15163,452,Truck,1,407.40,22.18,23.13,22.59,31.06,1.34,-1.00,0
1636,4.85,1.92,14713,15020,308,Car,2,410.68,32.20,36.42,33.46,16.09,0.49,6.28,0
1637,4.95,1.92,14725,15088,364,Car,1,409.18,26.78,29.24,28.20,17.94,0.66,24.97,0
1638,3.94,1.82,14745,15057,313,Car,2,409.72,31.55,33.58,32.85,41.11,1.24,46.94,0
1639,4.14,1.72,14748,15120,373,Car,2,412.07,26.96,29.10,27.70,40.33,1.46,-1.00,0
1640,4.75,2.02,14753,15116,364,Car,1,411.14,27.00,29.07,28.33,24.34,0.88,23.98,0
1641,4.35,1.82,14764,15082,319,Car,2,409.97,31.53,32.97,32.24,21.33,0.65,41.56,0
1642,19.10,2.50,14768,15194,427,Truck,2,385.89,22.48,22.90,22.66,19.00,0.83,-1.00,0
1643,4.75,1.92,14776,15124,349,Car,1,408.90,27.03,30.89,29.39,19.43,0.65,12.17,1
1644,4.85,1.92,14782,15132,351,Car,2,404.08,27.28,32.72,28.88,22.91,0.72,8.55,1
1645,6.06,2.50,14783,15241,459,Truck,1,407.61,21.84,22.58,22.26,59.89,2.65,167.81,0
1646,4.65,1.92,14786,15106,321,Car,2,410.48,30.97,33.18,32.08,21.96,0.69,23.32,0
1647,4.65,1.82,14794,15216,423,Car,1,409.59,23.95,25.11,24.27,37.08,1.52,-1.00,0
1648,4.45,1.92,14808,15150,343,Car,1,403.86,27.24,30.99,29.54,31.25,1.14,13.29,0
1649,4.14,1.82,14830,15170,341,Car,2,404.33,28.73,31.43,29.75,32.54,1.13,14.59,1
1650,4.75,1.92,14832,15214,383,Car,1,402.17,25.00,29.56,26.33,10.85,0.39,3.01,1
1651,4.85,1.82,14841,15187,347,Car,2,402.52,28.28,30.77,29.11,8.17,0.26,-1.00,0
1652,5.05,1.92,14848,15189,342,Car,1,401.97,26.42,32.56,29.49,38.50,1.45,55.90,0
1653,16.78,2.50,14848,15308,461,Truck,1,405.84,21.61,22.34,22.06,38.84,1.76,94.22,0
1654,4.65,1.92,14873,15258,386,Car,1,409.63,25.87,27.39,26.61,28.01,1.08,15.46,0
1655,4.85,1.82,14882,15191,310,Car,2,410.96,32.44,33.94,33.27,65.24,2.01,39.53,0
1656,4.35,1.92,14893,15253,361,Car,1,403.95,25.92,29.46,28.06,39.85,1.36,33.92,0
1657,19.00,2.50,14907,15383,477,Truck,1,407.74,20.45,22.15,21.42,34.59,1.69,123.81,0
1658,4.04,1.82,14917,15230,314,Car,2,411.35,32.67,33.47,32.87,43.00,1.28,113.03,0
1659,6.16,2.22,14928,15321,394,Car,1,410.01,25.07,26.81,26.10,30.11,1.20,-1.00,0
1660,4.95,1.82,14933,15288,356,Car,2,411.78,28.62,29.69,29.01,11.15,0.38,224.79,0
1661,4.65,1.92,14937,15245,309,Car,2,411.68,32.19,34.39,33.44,20.95,0.61,13.53,1
1662,4.95,1.92,14939,15313,375,Car,1,410.05,26.82,28.11,27.42,56.65,2.03,31.31,0
1663,4.35,1.92,14952,15341,390,Car,1,402.64,24.84,26.88,25.89,18.37,0.74,174.34,0
1664,14.86,2.50,14952,15440,489,Truck,1,409.50,20.00,21.87,20.98,22.37,1.09,180.11,0
1665,3.84,1.82,14968,15310,343,Car,2,405.23,28.77,31.96,29.64,8.72,0.27,18.12,1
1666,4.55,1.82,14973,15281,309,Car,2,410.97,32.25,34.56,33.37,42.16,1.29,52.33,0
1667,4.95,1.92,14978,15354,377,Car,1,410.55,25.96,28.23,27.30,36.75,1.41,183.46,0
1668,4.45,2.02,14978,15372,395,Car,1,408.18,24.96,27.25,25.90,20.05,0.76,23.37,0
1669,4.75,1.92,14995,15304,310,Car,2,411.52,31.53,34.49,33.32,23.30,0.74,138.15,0
1670,4.85,1.92,14996,15393,398,Car,1,410.97,24.94,27.86,25.89,14.06,0.56,25.15,0
1671,4.85,1.92,15003,15359,357,Car,2,411.16,28.26,29.72,28.88,34.51,1.22,-1.00,0
1672,4.95,2.12,15027,15435,409,Car,1,411.65,24.92,25.62,25.23,46.95,1.88,-1.00,0
1673,5.05,1.92,15038,15428,391,Car,1,410.44,25.08,27.91,26.32,33.02,1.19,22.55,0
1674,18.95,2.50,15050,15521,472,Truck,1,406.06,20.33,22.36,21.56,53.71,2.42,48.15,0
1675,4.55,1.82,15051,15461,411,Car,1,410.70,24.80,25.42,25.05,18.53,0.74,63.06,0
1676,6.16,2.22,15055,15392,338,Car,2,410.41,29.40,31.11,30.46,34.91,1.13,21.21,0
1677,4.75,1.82,15060,15454,395,Car,1,411.16,24.97,27.64,26.10,17.03,0.67,30.09,0
1678,4.65,1.82,15074,15370,297,Car,2,411.16,34.14,35.45,34.75,70.99,2.06,22.92,0
1679,4.35,1.82,15083,15500,418,Car,1,410.41,24.33,25.33,24.62,27.48,1.08,287.54,0
1680,4.75,2.12,15088,15497,410,Car,1,408.87,24.40,26.04,25.00,21.88,0.85,86.91,0
1681,4.35,1.82,15093,15556,464,Car,1,410.61,20.89,22.89,22.18,25.31,1.13,28.05,0
1682,5.26,1.82,15104,15415,312,Car,2,411.12,32.45,33.66,33.06,36.27,1.11,-1.00,0
1683,3.94,1.72,15104,15434,331,Car,2,410.64,30.50,31.91,31.12,49.44,1.55,49.41,0
1684,4.45,1.92,15110,15520,411,Car,1,410.00,24.31,27.06,25.01,15.36,0.61,15.03,0
1685,4.04,1.82,15114,15525,412,Car,1,407.70,24.02,25.99,24.81,19.22,0.78,18.07,0
1686,5.05,1.92,15122,15436,315,Car,2,411.44,32.22,33.61,32.78,17.74,0.54,25.17,0
1687,4.14,1.82,15138,15544,407,Car,1,410.75,24.23,27.88,25.30,18.17,0.74,17.13,0
1688,4.35,1.72,15138,15562,425,Car,1,410.83,23.45,24.92,24.23,22.79,0.93,-1.00,0
1689,4.85,1.92,15171,15613,443,Car,1,410.69,22.91,23.45,23.24,27.19,1.17,-1.00,0
1690,5.05,2.02,15175,15471,297,Car,2,409.18,33.24,35.61,34.58,41.62,1.23,15.25,0
1691,4.35,1.82,15176,15569,394,Car,1,410.69,23.85,29.09,26.14,18.26,0.73,10.66,0
1692,5.15,1.92,15194,15622,429,Car,1,409.55,22.67,25.28,23.93,8.93,0.35,5.04,1
1693,7.28,2.73,15199,15644,446,Car,1,410.80,22.26,23.74,23.08,74.19,3.17,44.93,0
1694,4.55,1.82,15209,15597,389,Car,1,410.50,24.00,29.04,26.46,23.31,0.94,11.58,0
1695,4.75,1.92,15216,15635,420,Car,1,409.87,23.47,25.27,24.46,14.35,0.60,8.92,0
1696,4.55,1.82,15237,15679,443,Car,1,410.40,22.54,23.87,23.22,25.62,1.11,20.74,0
1697,4.04,1.72,15238,15548,311,Car,2,410.21,32.21,33.99,33.10,147.14,4.51,52.11,0
1698,4.85,1.82,15243,15641,399,Car,1,409.80,23.15,27.91,25.75,10.66,0.45,7.51,0
1699,4.85,2.02,15254,15671,418,Car,1,411.68,23.99,25.30,24.69,27.88,1.15,21.30,0
1700,4.45,1.82,15265,15568,304,Car,2,410.85,31.73,35.72,33.91,16.79,0.51,8.41,1
1701,6.16,2.12,15269,15627,359,Car,2,407.98,28.32,28.86,28.50,33.49,1.17,-1.00,0
1702,4.85,1.92,15269,15664,396,Car,1,411.09,23.45,27.78,26.03,16.60,0.69,12.45,0
1703,5.36,2.12,15274,15707,434,Car,1,410.29,21.87,25.20,23.70,21.01,0.90,12.01,0
1704,18.90,2.50,15276,15696,421,Truck,2,405.83,23.67,24.94,24.17,-1.00,-1.00,-1.00,0
1705,4.35,1.92,15287,15699,413,Car,1,410.79,23.47,26.06,24.94,21.44,0.88,15.97,0
1706,4.14,1.82,15296,15646,351,Car,2,409.60,28.81,29.74,29.26,18.76,0.63,18.44,0
1707,5.15,2.12,15308,15713,406,Car,1,410.08,23.99,25.78,25.33,37.20,1.49,33.08,0
1708,4.95,2.02,15319,15764,446,Car,1,410.88,22.05,23.75,23.09,39.39,1.75,25.59,0
1709,4.95,2.02,15332,15732,401,Car,1,410.24,24.88,26.14,25.65,13.73,0.54,12.06,0
1710,4.75,1.92,15334,15685,352,Car,2,410.01,28.75,30.07,29.22,39.39,1.33,139.05,0
1711,4.24,1.82,15336,15628,293,Car,2,410.64,34.27,36.61,35.18,96.64,2.82,146.86,0
1712,4.95,1.92,15355,15758,404,Car,1,410.62,25.03,25.93,25.48,54.46,2.14,25.36,0
1713,4.14,1.92,15356,15754,399,Car,1,411.18,25.15,26.59,25.83,17.56,0.68,21.12,0
1714,3.84,1.82,15359,15820,462,Car,1,411.19,21.35,23.11,22.30,15.20,0.66,91.21,0
1715,4.35,1.92,15361,15649,289,Car,2,411.07,34.63,36.68,35.70,25.61,0.70,60.56,0
1716,3.94,1.72,15372,15714,343,Car,2,410.30,29.57,31.08,30.00,31.18,1.03,26.31,0
1717,5.46,2.12,15377,15788,412,Car,1,410.68,23.80,26.11,24.99,16.40,0.65,10.45,1
1718,4.75,1.92,15391,15677,287,Car,2,410.09,34.99,37.35,35.87,35.64,1.01,44.71,0
1719,4.14,1.72,15395,15813,419,Car,1,411.28,23.62,25.56,24.60,14.37,0.58,97.41,0
1720,4.45,1.92,15427,15805,379,Car,1,410.90,26.57,28.54,27.19,51.81,1.92,20.23,0
1721,4.65,1.82,15432,15733,302,Car,2,403.32,32.85,35.26,33.52,54.35,1.54,-1.00,0
1722,6.06,2.12,15448,15865,418,Car,1,410.33,23.44,26.07,24.61,44.74,1.82,90.03,0
1723,4.85,1.92,15458,15831,374,Car,1,410.36,26.65,28.26,27.51,23.18,0.84,26.61,0
1724,3.84,1.72,15471,15894,424,Car,1,410.33,23.22,25.35,24.26,16.54,0.69,20.63,0
1725,4.55,1.72,15477,15771,295,Car,2,402.97,33.73,35.46,34.29,49.63,1.41,43.86,0
1726,3.84,1.82,15488,15860,373,Car,1,411.18,26.87,28.47,27.65,28.85,1.01,17.55,0
1727,16.57,2.50,15511,15945,435,Truck,2,407.37,22.87,24.40,23.47,209.38,9.15,-1.00,0
1728,4.85,1.82,15513,15813,301,Car,2,409.42,33.25,35.26,34.14,133.95,3.88,31.89,0
1729,4.85,1.92,15515,15890,376,Car,1,410.39,26.04,28.32,27.38,23.91,0.89,23.52,0
1730,4.24,1.82,15516,15932,417,Car,1,410.15,24.06,25.62,24.66,33.33,1.34,33.72,0
1731,4.65,1.92,15532,15908,377,Car,1,410.89,25.09,28.86,27.33,12.73,0.46,8.92,0
1732,4.45,2.02,15539,15945,407,Car,1,404.15,23.68,26.89,24.89,18.26,0.68,12.96,1
1733,16.67,2.50,15557,16000,444,Truck,1,407.92,22.34,23.63,23.03,18.78,0.82,153.89,0
1734,3.84,1.82,15558,15898,341,Car,2,409.04,28.52,32.06,30.09,18.02,0.59,-1.00,0
1735,5.05,1.92,15566,15997,432,Car,1,410.42,21.93,26.73,23.82,20.54,0.86,68.95,0
1736,4.35,1.82,15569,15938,370,Car,1,410.46,26.73,29.04,27.82,28.61,1.03,20.02,0
1737,4.55,1.82,15573,15864,292,Car,2,411.11,34.70,36.04,35.34,67.92,1.90,97.61,1
1738,4.35,1.72,15582,15926,345,Car,2,410.87,28.57,31.81,29.88,23.61,0.81,138.93,0
1739,6.16,2.32,15591,15960,370,Car,1,401.88,26.57,28.19,27.23,14.48,0.53,12.83,0
1740,4.95,2.02,15593,15887,295,Car,2,410.09,34.17,35.27,34.89,22.47,0.65,-1.00,0
1741,4.35,1.82,15596,16030,435,Car,1,410.80,22.69,25.16,23.67,22.08,0.95,18.42,0
1742,4.45,1.82,15601,15956,356,Car,2,407.85,27.96,30.57,28.74,15.00,0.52,37.76,0
1743,3.94,1.82,15610,16027,418,Car,2,409.05,23.21,25.30,24.53,78.08,3.09,76.24,0
1744,4.14,1.72,15616,15972,357,Car,2,409.05,28.17,30.43,28.74,13.02,0.46,34.07,0
1745,4.65,1.82,15627,15929,303,Car,2,409.38,32.66,35.46,33.90,41.11,1.26,1175.32,0
1746,4.75,1.92,15635,16046,412,Car,1,408.99,22.52,28.42,24.89,22.99,0.95,6.62,0
1747,9.90,2.50,15637,16095,459,Truck,1,408.29,21.68,23.14,22.29,29.92,1.29,-1.00,0
1748,4.85,2.02,15644,15943,300,Car,2,409.59,31.88,35.65,34.27,14.97,0.42,27.32,0
1749,5.05,2.02,15649,16010,362,Car,2,409.36,27.58,29.51,28.36,32.45,1.17,361.75,0
1750,16.78,2.50,15659,16066,408,Truck,2,408.37,24.43,26.28,25.10,23.64,0.90,25.58,0
1751,4.75,1.92,15678,15978,301,Car,2,408.03,32.84,35.54,34.02,36.78,1.12,173.94,0
1752,4.45,1.92,15680,16030,351,Car,1,408.35,28.43,30.82,29.18,67.10,2.35,21.63,0
1753,4.65,1.82,15682,16033,352,Car,2,409.70,28.96,29.53,29.19,21.79,0.75,16.23,0
1754,4.55,1.92,15687,16089,403,Car,2,410.31,24.27,26.62,25.53,19.01,0.76,15.47,0
1755,4.14,1.82,15688,16062,375,Car,1,410.74,23.85,30.91,27.47,11.41,0.47,5.35,0
1756,4.85,1.82,15693,15998,306,Car,2,409.47,32.92,35.19,33.59,16.87,0.51,80.86,0
1757,4.95,2.02,15696,16044,349,Car,1,402.46,25.90,31.71,28.92,11.23,0.39,13.57,0
1758,4.95,1.82,15712,16019,308,Car,2,410.08,32.30,34.25,33.41,19.54,0.58,27.16,0
